fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type_Red;type_White
6.8;0.44;0.2;16.0;0.065;61.0;186.0;0.99884;3.13;0.45;8.6;5;0;1
7.1;0.755;0.15;1.8;0.107;20.0;84.0;0.99593;3.19;0.5;9.5;5;1;0
9.3;0.2;0.33;1.7;0.05;28.0;178.0;0.9954;3.16;0.43;9.0;4;0;1
6.6;0.21;0.29;1.8;0.026000000000000002;35.0;128.0;0.9918299999999999;3.37;0.48;11.2;6;0;1
6.5;0.22;0.28;3.7;0.059000000000000004;29.0;151.0;0.99177;3.23;0.41;12.1;7;0;1
8.3;0.655;0.12;2.3;0.083;15.0;113.0;0.9966;3.17;0.66;9.8;5;1;0
6.0;0.28;0.24;17.8;0.047;42.0;111.0;0.9989600000000001;3.1;0.45;8.9;6;0;1
5.7;0.22;0.22;16.65;0.044000000000000004;39.0;110.0;0.99855;3.24;0.48;9.0;6;0;1
6.2;0.23;0.23;1.2;0.018000000000000002;18.0;128.0;0.9917799999999999;3.05;0.28;10.6;5;0;1
6.2;0.36;0.27;3.2;0.032;13.0;73.0;0.9894200000000001;2.9;0.69;12.6;7;0;1
6.2;0.27;0.26;12.1;0.046;43.0;127.0;0.9951;3.16;0.37;10.8;6;0;1
8.0;0.25;0.43;1.7;0.067;22.0;50.0;0.9946;3.38;0.6;11.9;6;1;0
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.9953799999999999;3.36;0.54;10.5;6;1;0
6.8;0.14;0.18;1.4;0.047;30.0;90.0;0.99164;3.27;0.54;11.2;6;0;1
6.9;0.31;0.32;1.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6;0;1
10.7;0.67;0.22;2.7;0.107;17.0;34.0;10.004;3.28;0.98;9.9;6;1;0
7.3;0.41;0.29;1.8;0.032;26.0;74.0;0.9888899999999999;2.96;0.35;13.0;8;0;1
6.7;0.28;0.31;7.4;0.040999999999999995;7.0;81.0;0.99254;3.04;0.47;11.4;8;0;1
6.4;0.25;0.32;11.3;0.038;69.0;192.0;0.9957299999999999;3.14;0.5;10.2;6;0;1
10.5;0.42;0.66;2.95;0.11599999999999999;12.0;29.0;0.997;3.24;0.75;11.7;7;1;0
7.3;0.155;0.49;1.3;0.039;34.0;136.0;0.9926;3.14;0.77;10.5;6;0;1
9.9;0.5;0.5;13.8;0.205;48.0;82.0;100.242;3.16;0.75;8.8;5;1;0
6.4;0.24;0.5;11.6;0.047;60.0;211.0;0.9966;3.18;0.57;9.3;5;0;1
7.2;0.17;0.37;6.9;0.059000000000000004;47.0;128.0;0.9932200000000001;3.08;0.46;11.0;7;0;1
8.1;0.66;0.7;2.2;0.098;25.0;129.0;0.9972;3.08;0.53;9.0;5;1;0
6.9;0.26;0.29;4.2;0.043;33.0;114.0;0.9902;3.16;0.31;12.5;6;0;1
8.1;0.28;0.49;1.0;0.04;32.0;148.0;0.9936;3.13;0.41;10.0;6;0;1
5.2;0.2;0.27;3.2;0.047;16.0;93.0;0.99235;3.44;0.53;10.1;7;0;1
7.9;0.28;0.32;3.6;0.038;9.0;76.0;0.992;3.05;0.31;11.7;4;0;1
7.6;0.33;0.36;2.1;0.034;26.0;172.0;0.9944;3.42;0.48;10.5;4;0;1
7.5;0.3;0.32;1.4;0.032;31.0;161.0;0.99154;2.95;0.42;10.5;5;0;1
6.0;0.34;0.29;6.1;0.046;29.0;134.0;0.9946200000000001;3.48;0.57;10.7;6;0;1
6.8;0.3;0.29;6.2;0.025;29.0;95.0;0.9907100000000001;3.03;0.32;12.9;7;0;1
6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.35;0.62;10.4;6;1;0
8.6;0.22;0.33;1.2;0.031;38.0;95.0;0.99239;2.83;0.31;10.3;5;0;1
6.4;0.21;0.28;5.9;0.047;29.0;101.0;0.9927799999999999;3.15;0.4;11.0;6;0;1
7.1;0.875;0.05;5.7;0.08199999999999999;3.0;14.0;0.99808;3.4;0.52;10.2;3;1;0
7.4;0.24;0.4;4.3;0.032;9.0;95.0;0.992;3.09;0.39;11.1;6;0;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;7;1;0
8.1;0.34;0.28;7.5;0.04;70.0;230.0;0.9955799999999999;3.14;0.55;9.8;6;0;1
9.6;0.33;0.52;2.2;0.07400000000000001;13.0;25.0;0.9950899999999999;3.36;0.76;12.4;7;1;0
7.5;0.38;0.29;4.9;0.021;38.0;113.0;0.99026;3.08;0.48;13.0;7;0;1
7.3;0.45;0.36;5.9;0.07400000000000001;12.0;87.0;0.9978;3.33;0.83;10.5;5;1;0
5.4;0.29;0.38;1.2;0.028999999999999998;31.0;132.0;0.98895;3.28;0.36;12.4;6;0;1
5.5;0.18;0.22;5.5;0.037000000000000005;10.0;86.0;0.99156;3.46;0.44;12.2;5;0;1
7.1;0.34;0.15;1.2;0.053;61.0;183.0;0.9936;3.09;0.43;9.2;5;0;1
10.6;0.36;0.6;2.2;0.152;7.0;18.0;0.9986;3.04;1.06;9.4;5;1;0
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.9962200000000001;3.21;0.52;9.9;5;1;0
7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.9980700000000001;2.94;0.41;8.8;8;0;1
6.4;0.42;0.46;8.4;0.05;58.0;180.0;0.99495;3.18;0.46;9.7;6;0;1
7.6;0.31;0.52;13.2;0.042;61.0;148.0;0.99839;2.98;0.47;9.1;6;0;1
10.8;0.4;0.41;2.2;0.084;7.0;17.0;0.9984;3.08;0.67;9.3;6;1;0
6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9949;3.41;0.75;11.1;6;1;0
6.9;0.765;0.02;2.3;0.063;35.0;63.0;0.9975;3.57;0.78;9.9;5;1;0
6.5;0.33;0.3;3.8;0.036000000000000004;34.0;88.0;0.9902799999999999;3.25;0.63;12.5;7;0;1
7.1;0.32;0.4;1.5;0.034;13.0;84.0;0.9944;3.42;0.6;10.4;5;0;1
8.6;0.27;0.46;6.1;0.032;13.0;41.0;0.993;2.89;0.34;10.9;5;0;1
6.7;0.3;0.44;18.75;0.057;65.0;224.0;0.99956;3.11;0.53;9.1;5;0;1
6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6;0;1
6.6;0.26;0.22;18.15;0.05;23.0;139.0;0.9990399999999999;3.06;0.5;9.2;5;0;1
5.8;0.34;0.21;7.2;0.040999999999999995;48.0;146.0;0.99441;3.16;0.49;9.8;5;0;1
10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;6;1;0
6.0;0.25;0.4;5.7;0.052000000000000005;56.0;152.0;0.99398;3.16;0.88;10.5;6;0;1
9.1;0.28;0.48;1.8;0.067;26.0;46.0;0.9967;3.32;1.04;10.6;6;1;0
6.0;0.24;0.28;3.95;0.038;61.0;134.0;0.99146;3.3;0.54;11.3;7;0;1
6.4;0.16;0.44;1.2;0.051;39.0;122.0;0.9905799999999999;3.11;0.75;11.3;7;0;1
7.0;0.2;0.34;5.7;0.035;32.0;83.0;0.9928;3.19;0.46;11.5;6;0;1
5.1;0.585;0.0;1.7;0.044000000000000004;14.0;86.0;0.99264;3.56;0.94;12.9;7;1;0
10.9;0.39;0.47;1.8;0.11800000000000001;6.0;14.0;0.9982;3.3;0.75;9.8;6;1;0
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;1;0
5.8;0.26;0.24;9.2;0.044000000000000004;55.0;152.0;0.9961;3.31;0.38;9.4;5;0;1
6.4;0.25;0.57;1.0;0.062;21.0;122.0;0.9923799999999999;3.0;0.4;9.5;5;0;1
7.0;0.21;0.34;8.0;0.057;19.0;101.0;0.9954;2.99;0.59;9.4;5;0;1
6.0;0.19;0.37;9.7;0.032;17.0;50.0;0.9932;3.08;0.66;12.0;6;0;1
7.0;0.17;0.74;12.8;0.045;24.0;126.0;0.9942;3.26;0.38;12.2;8;0;1
7.0;0.32;0.29;4.9;0.036000000000000004;41.0;150.0;0.9916799999999999;3.38;0.43;12.2;6;0;1
5.8;0.33;0.2;16.05;0.047;26.0;166.0;0.9976;3.09;0.46;8.9;5;0;1
6.7;0.31;0.3;2.4;0.038;30.0;83.0;0.98867;3.09;0.36;12.8;7;0;1
6.7;0.19;0.23;6.2;0.047;36.0;117.0;0.9945;3.34;0.43;9.6;6;0;1
6.0;0.24;0.34;1.0;0.036000000000000004;52.0;184.0;0.99097;3.44;0.44;11.45;6;0;1
7.2;0.23;0.39;14.2;0.057999999999999996;49.0;192.0;0.9979;2.98;0.48;9.0;7;0;1
7.0;0.57;0.1;8.3;0.094;23.0;188.0;0.9972;3.4;0.47;9.2;4;0;1
6.8;0.33;0.31;7.4;0.045;34.0;143.0;0.99226;3.06;0.55;12.2;6;0;1
5.9;0.24;0.12;1.4;0.035;60.0;247.0;0.9935799999999999;3.34;0.44;9.6;6;0;1
5.7;0.21;0.37;4.5;0.04;58.0;140.0;0.9933200000000001;3.29;0.62;10.6;6;0;1
6.6;0.22;0.53;15.1;0.052000000000000005;22.0;136.0;0.9986;2.94;0.35;9.4;5;0;1
7.5;0.52;0.4;2.2;0.06;12.0;20.0;0.99474;3.26;0.64;11.8;6;1;0
6.6;0.3;0.25;8.0;0.036000000000000004;21.0;124.0;0.9936200000000001;3.06;0.38;10.8;6;0;1
7.6;0.13;0.34;9.3;0.062;40.0;126.0;0.9966;3.21;0.39;9.6;5;0;1
8.0;0.27;0.24;1.2;0.044000000000000004;20.0;102.0;0.9929;3.28;0.42;10.9;5;0;1
5.6;0.175;0.29;0.8;0.043;20.0;67.0;0.9911200000000001;3.28;0.48;9.9;6;0;1
8.0;0.725;0.24;2.8;0.083;10.0;62.0;0.99685;3.35;0.56;10.0;6;1;0
7.6;0.51;0.24;2.4;0.091;8.0;38.0;0.998;3.47;0.66;9.6;6;1;0
5.2;0.37;0.33;1.2;0.027999999999999997;13.0;81.0;0.9902;3.37;0.38;11.7;6;0;1
7.1;0.27;0.24;12.6;0.044000000000000004;48.0;118.0;0.99726;3.04;0.56;10.0;7;0;1
8.5;0.21;0.52;1.9;0.09;9.0;23.0;0.9964799999999999;3.36;0.67;10.4;5;1;0
6.8;0.2;0.36;1.6;0.027999999999999997;7.0;46.0;0.99175;3.21;0.6;10.9;6;0;1
8.3;0.2;0.49;1.7;0.04;34.0;169.0;0.9938;3.05;0.37;10.1;5;0;1
8.2;0.37;0.64;13.9;0.043;22.0;171.0;0.9987299999999999;2.99;0.8;9.3;5;0;1
6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.9953799999999999;3.36;0.7;10.9;5;1;0
8.7;0.54;0.26;2.5;0.09699999999999999;7.0;31.0;0.9976;3.27;0.6;9.3;6;1;0
5.8;0.36;0.38;0.9;0.037000000000000005;3.0;75.0;0.9904;3.28;0.34;11.4;4;0;1
6.5;0.48;0.02;0.9;0.043;32.0;99.0;0.99226;3.14;0.47;9.8;4;0;1
6.7;0.34;0.26;1.9;0.038;58.0;138.0;0.9893;3.0;0.47;12.2;7;0;1
9.2;0.16;0.49;2.0;0.044000000000000004;18.0;107.0;0.9951399999999999;3.1;0.53;10.2;4;0;1
9.8;0.98;0.32;2.3;0.078;35.0;152.0;0.998;3.25;0.48;9.4;5;1;0
7.9;0.42;0.49;8.2;0.055999999999999994;32.0;164.0;0.9965;3.29;0.6;11.2;7;0;1
7.8;0.19;0.26;8.9;0.039;42.0;182.0;0.996;3.18;0.46;9.9;6;0;1
7.5;0.25;0.47;4.1;0.040999999999999995;95.0;163.0;0.9918399999999999;2.92;0.59;11.3;6;0;1
6.8;0.18;0.28;9.8;0.039;29.0;113.0;0.99406;3.11;0.45;10.9;7;0;1
12.8;0.615;0.66;5.8;0.083;7.0;42.0;10.022;3.07;0.73;10.0;7;1;0
7.2;0.39;0.63;11.0;0.044000000000000004;55.0;156.0;0.9974;3.09;0.44;8.7;6;0;1
6.2;0.17;0.28;4.7;0.037000000000000005;39.0;133.0;0.9931;3.41;0.46;10.8;7;0;1
10.2;0.54;0.37;15.4;0.214;55.0;95.0;100.369;3.18;0.77;9.0;6;1;0
7.1;0.2;0.34;16.0;0.05;51.0;166.0;0.9985;3.21;0.6;9.2;6;0;1
6.2;0.12;0.34;1.5;0.045;43.0;117.0;0.9939;3.42;0.51;9.0;6;0;1
8.2;0.26;0.33;2.6;0.053;11.0;71.0;0.9940200000000001;2.89;0.49;9.5;5;0;1
8.4;0.23;0.49;7.8;0.035;22.0;95.0;0.9935;3.04;0.34;12.0;6;0;1
6.7;0.24;0.3;3.85;0.042;105.0;179.0;0.9918899999999999;3.04;0.59;11.3;8;0;1
6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;3.57;0.57;11.7;6;1;0
6.7;0.42;0.39;12.1;0.04;61.0;248.0;0.9979399999999999;3.31;0.58;9.7;5;0;1
6.0;0.27;0.28;4.8;0.063;31.0;201.0;0.9964;3.69;0.71;10.0;5;0;1
4.7;0.335;0.14;1.3;0.036000000000000004;69.0;168.0;0.9921200000000001;3.47;0.46;10.5;5;0;1
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;0;1
8.3;0.58;0.13;2.9;0.096;14.0;63.0;0.9984;3.17;0.62;9.1;6;1;0
5.9;0.5;0.05;2.6;0.054000000000000006;36.0;146.0;0.9948;3.43;0.5;9.2;6;0;1
7.2;0.29;0.2;7.7;0.046;51.0;174.0;0.99582;3.16;0.52;9.5;5;0;1
6.6;0.39;0.28;9.2;0.036000000000000004;10.0;92.0;0.99206;3.07;0.35;12.1;6;0;1
8.2;0.7;0.23;2.0;0.099;14.0;81.0;0.9973;3.19;0.7;9.4;5;1;0
10.6;0.48;0.64;2.2;0.111;6.0;20.0;0.997;3.26;0.66;11.7;6;1;0
7.3;0.18;0.29;1.0;0.036000000000000004;26.0;101.0;0.99;3.09;0.37;11.7;6;0;1
8.5;0.655;0.49;6.1;0.122;34.0;151.0;1.001;3.31;1.14;9.3;5;1;0
6.45;0.14;0.42;1.2;0.05;51.0;129.0;0.99116;3.27;0.69;11.1;7;0;1
8.9;0.3;0.35;4.6;0.032;32.0;148.0;0.9945799999999999;3.15;0.45;11.5;7;0;1
7.5;0.3;0.71;1.3;0.16;44.0;149.0;0.9948;3.08;0.42;8.9;5;0;1
6.5;0.26;0.31;1.3;0.034;59.0;145.0;0.98944;3.16;0.54;12.4;6;0;1
8.3;0.715;0.15;1.8;0.08900000000000001;10.0;52.0;0.9968;3.23;0.77;9.5;5;1;0
7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;7;0;1
6.1;0.34;0.31;12.0;0.053;46.0;238.0;0.9977;3.16;0.48;8.6;5;0;1
6.9;0.22;0.32;5.8;0.040999999999999995;20.0;119.0;0.9929600000000001;3.17;0.55;11.2;6;0;1
8.2;0.2;0.49;3.5;0.057;14.0;108.0;0.9928;3.19;0.35;11.5;6;0;1
5.8;0.25;0.28;11.1;0.055999999999999994;45.0;175.0;0.99755;3.42;0.43;9.5;5;0;1
7.8;0.32;0.33;10.4;0.031;47.0;194.0;0.99692;3.07;0.58;9.6;6;0;1
6.6;0.285;0.49;11.4;0.035;57.0;137.0;0.9973200000000001;3.08;0.54;8.9;6;0;1
8.0;0.29;0.29;13.2;0.046;26.0;113.0;0.9983;3.25;0.37;9.7;6;0;1
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.9959899999999999;3.27;0.81;11.0;6;1;0
7.2;0.63;0.0;1.9;0.09699999999999999;14.0;38.0;0.99675;3.37;0.58;9.0;6;1;0
7.2;0.33;0.33;1.7;0.061;3.0;13.0;0.996;3.23;1.1;10.0;8;1;0
9.9;0.54;0.26;2.0;0.111;7.0;60.0;0.9970899999999999;2.94;0.98;10.2;5;1;0
7.5;0.21;0.34;1.2;0.06;26.0;111.0;0.9931;3.51;0.47;10.7;6;0;1
8.6;0.33;0.34;11.8;0.059000000000000004;42.0;240.0;0.99882;3.17;0.52;10.0;6;0;1
5.0;0.2;0.4;1.9;0.015;20.0;98.0;0.9897;3.37;0.55;12.05;6;0;1
6.0;0.26;0.26;2.2;0.035;10.0;72.0;0.9894649999999999;3.11;0.48;12.15;6;0;1
5.8;0.17;0.3;1.4;0.037000000000000005;55.0;130.0;0.9909;3.29;0.38;11.3;6;0;1
5.7;0.36;0.21;6.7;0.038;51.0;166.0;0.9941;3.29;0.63;10.0;6;0;1
5.9;0.32;0.33;2.1;0.027000000000000003;35.0;138.0;0.98945;3.37;0.42;12.7;6;0;1
6.1;0.34;0.29;2.2;0.036000000000000004;25.0;100.0;0.9893799999999999;3.06;0.44;11.8;6;0;1
7.9;0.34;0.44;6.5;0.027000000000000003;47.0;126.0;0.99124;2.96;0.37;12.5;6;0;1
6.6;0.16;0.21;6.7;0.055;43.0;157.0;0.99384;3.15;0.52;10.8;6;0;1
6.5;0.26;0.34;16.3;0.051;56.0;197.0;10.004;3.49;0.42;9.8;5;0;1
6.1;0.28;0.3;7.75;0.031;33.0;139.0;0.9929600000000001;3.22;0.46;11.0;6;0;1
7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;0;1
8.1;0.46;0.31;1.7;0.052000000000000005;50.0;183.0;0.9923;3.03;0.42;11.2;5;0;1
5.1;0.35;0.26;6.8;0.034;36.0;120.0;0.9918799999999999;3.38;0.4;11.5;6;0;1
7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;0;1
7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7;0;1
7.1;0.63;0.06;2.0;0.083;8.0;29.0;0.99855;3.67;0.73;9.6;5;1;0
8.5;0.46;0.59;1.4;0.414;16.0;45.0;0.99702;3.03;1.34;9.2;5;1;0
8.8;0.55;0.04;2.2;0.11900000000000001;14.0;56.0;0.9962;3.21;0.6;10.9;6;1;0
8.0;0.59;0.71;17.35;0.038;61.0;228.0;1.0;2.95;0.75;9.3;5;0;1
6.2;0.2;0.32;2.8;0.05;17.0;126.0;0.9936;3.18;0.55;9.4;6;0;1
6.6;0.24;0.3;13.0;0.052000000000000005;18.0;143.0;0.99825;3.37;0.49;9.4;6;0;1
7.6;0.54;0.13;2.5;0.09699999999999999;24.0;66.0;0.99785;3.39;0.61;9.4;5;1;0
7.0;0.12;0.29;10.3;0.039;41.0;98.0;0.99564;3.19;0.38;9.8;8;0;1
6.7;0.11;0.26;14.8;0.053;44.0;95.0;0.9967600000000001;3.2;0.35;9.8;6;0;1
6.3;0.2;0.26;4.7;0.04;108.0;168.0;0.9927799999999999;3.07;0.75;10.7;7;0;1
7.2;0.32;0.3;8.25;0.02;14.0;104.0;0.9936200000000001;2.99;0.44;11.4;6;0;1
8.1;0.78;0.23;2.6;0.059000000000000004;5.0;15.0;0.997;3.37;0.56;11.3;5;1;0
5.6;0.42;0.34;2.4;0.022000000000000002;34.0;97.0;0.98915;3.22;0.38;12.8;7;0;1
11.9;0.37;0.69;2.3;0.078;12.0;24.0;0.9958;3.0;0.65;12.8;6;1;0
6.7;0.17;0.37;2.0;0.039;34.0;125.0;0.9922;3.26;0.6;10.8;7;0;1
6.5;0.32;0.34;5.7;0.044000000000000004;27.0;91.0;0.9918399999999999;3.28;0.6;12.0;7;0;1
8.3;0.14;0.36;8.8;0.026000000000000002;13.0;60.0;0.9956;3.13;0.35;11.05;5;0;1
8.9;0.75;0.14;2.5;0.086;9.0;30.0;0.99824;3.34;0.64;10.5;5;1;0
8.9;0.34;0.32;1.3;0.040999999999999995;12.0;188.0;0.9953;3.17;0.49;9.5;5;0;1
6.6;0.58;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5;0;1
6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.36;0.44;10.1;5;1;0
8.2;0.33;0.39;2.5;0.07400000000000001;29.0;48.0;0.9952799999999999;3.32;0.88;12.4;7;1;0
6.3;0.26;0.49;1.5;0.052000000000000005;34.0;134.0;0.9924;2.99;0.61;9.8;6;0;1
8.3;0.2;0.74;4.45;0.044000000000000004;33.0;130.0;0.9924;3.25;0.42;12.2;6;0;1
6.9;0.44;0.27;5.0;0.038;33.0;166.0;0.99124;3.2;0.42;12.2;6;0;1
8.1;0.45;0.34;8.3;0.037000000000000005;33.0;216.0;0.9976;3.31;0.64;9.7;5;0;1
6.9;0.24;0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6;0;1
6.5;0.16;0.33;1.0;0.027000000000000003;23.0;75.0;0.9908;3.3;0.39;11.4;7;0;1
6.0;0.16;0.37;1.5;0.025;43.0;117.0;0.9928;3.46;0.51;9.7;6;0;1
6.1;0.21;0.4;1.4;0.066;40.5;165.0;0.9912;3.25;0.59;11.9;6;1;0
6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;0;1
7.4;0.16;0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;6;0;1
7.4;0.2;0.33;1.9;0.035;39.0;138.0;0.991;3.17;0.44;11.7;7;0;1
7.3;0.36;0.34;14.8;0.057;46.0;173.0;0.99751;3.14;0.57;10.2;5;0;1
6.4;0.16;0.25;1.4;0.057;21.0;125.0;0.9909100000000001;3.23;0.44;11.1;7;0;1
7.7;0.38;0.23;10.8;0.03;28.0;95.0;0.99164;2.93;0.41;13.6;6;0;1
6.8;0.19;0.58;14.2;0.038;51.0;164.0;0.9975;3.12;0.48;9.6;6;0;1
5.4;0.205;0.16;12.55;0.051;31.0;115.0;0.99564;3.4;0.38;10.8;6;0;1
6.0;0.29;0.25;1.4;0.033;30.0;114.0;0.9879399999999999;3.08;0.43;13.2;6;0;1
7.3;0.38;0.21;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;9.5;5;1;0
9.0;0.4;0.41;2.0;0.057999999999999996;15.0;40.0;0.9941399999999999;3.22;0.6;12.2;6;1;0
6.9;0.23;0.41;8.0;0.03;30.0;114.0;0.9936799999999999;3.22;0.54;11.0;6;0;1
7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.9949399999999999;3.1;0.4;9.3;5;1;0
10.1;0.31;0.44;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;9.7;6;1;0
7.1;0.34;0.2;6.1;0.063;47.0;164.0;0.9946;3.17;0.42;10.0;5;0;1
8.2;0.23;0.42;1.9;0.069;9.0;17.0;0.9937600000000001;3.21;0.54;12.3;6;1;0
6.9;0.28;0.37;9.1;0.037000000000000005;16.0;76.0;0.9948;3.05;0.54;11.1;5;0;1
6.4;0.29;0.44;3.6;0.19699999999999998;75.0;183.0;0.9942;3.01;0.38;9.1;5;0;1
